r           d           f
31.09      0.0009     -4.09411017
31.09      0.0008     -4.09414839
32.00      0.0008     -4.13408397
31.40      0.0010     -4.10764841
34.05      0.0003     -4.22030800
32.90      0.0006     -4.17217514
37.05      0.0003     -4.33960571
35.45      0.0000     -4.27670515
40.78      0.0007     -4.47865256
38.84      0.0005     -4.40739085
45.07      0.0010     -4.62713592
42.86      0.0009     -4.55221676
49.77      0.0012     -4.77823055
47.37      0.0011     -4.70266486
47.25      0.0010     -4.69869234
49.58      0.0011     -4.77238410
42.89      0.0008     -4.55318307
45.01      0.0009     -4.62541500
39.04      0.0004     -4.41525605
40.89      0.0006     -4.48279828
35.87      0.0001     -4.29370507
37.36      0.0001     -4.35175820
33.57      0.0007     -4.20023931
34.60      0.0004     -4.24265491
32.31      0.0009     -4.14737411
32.80      0.0008     -4.16803106
32.24      0.0007     -4.14391750
32.12      0.0008     -4.13920627
33.34      0.0000     -4.19051614
32.64      0.0004     -4.16128645
35.52      0.0008     -4.27927894
34.31      0.0004     -4.23035692
38.59      0.0014     -4.39787372
36.96      0.0011     -4.33564853
42.36      0.0017     -4.53427495
40.40      0.0016     -4.46450247
46.66      0.0018     -4.67924132
44.45      0.0018     -4.60613886
48.96      0.0018     -4.75290747
46.66      0.0018     -4.67924132
48.96      0.0018     -4.75290747
42.36      0.0017     -4.53427495
44.45      0.0018     -4.60613886
38.59      0.0014     -4.39787372
40.40      0.0016     -4.46450247
35.52      0.0008     -4.27927894
36.96      0.0011     -4.33564853
33.34      0.0000     -4.19051614
34.31      0.0004     -4.23035692
32.24      0.0007     -4.14391750
32.64      0.0004     -4.16128645
32.31      0.0009     -4.14737411
32.12      0.0008     -4.13920627
33.57      0.0007     -4.20023931
32.80      0.0008     -4.16803106
35.87      0.0001     -4.29370507
34.60      0.0004     -4.24265491
39.04      0.0004     -4.41525605
37.36      0.0001     -4.35175820
42.89      0.0008     -4.55318307
40.89      0.0006     -4.48279828
47.25      0.0010     -4.69869234
45.01      0.0009     -4.62541500
49.58      0.0011     -4.77238410
49.43      0.0010     -4.76802549
45.02      0.0008     -4.62548873
47.17      0.0009     -4.69635863
41.07      0.0004     -4.48903348
42.97      0.0006     -4.55609783
37.74      0.0000     -4.36617727
39.31      0.0002     -4.42532349
35.20      0.0005     -4.26715615
36.36      0.0003     -4.31296368
33.64      0.0008     -4.20357264
34.29      0.0007     -4.23023842
33.20      0.0007     -4.18492786
33.28      0.0008     -4.18824625
33.91      0.0002     -4.21437880
33.41      0.0005     -4.19376863
35.71      0.0005     -4.28706049
34.68      0.0001     -4.24588645
38.45      0.0011     -4.39260011
36.97      0.0008     -4.33646374
41.94      0.0015     -4.51945374
40.11      0.0013     -4.45403136
46.01      0.0017     -4.65793594
43.91      0.0016     -4.58773728
48.21      0.0017     -4.72927908
46.01      0.0017     -4.65793594
48.21      0.0017     -4.72927908
41.94      0.0015     -4.51945374
43.91      0.0016     -4.58773728
38.45      0.0011     -4.39260011
40.11      0.0013     -4.45403136
35.71      0.0005     -4.28706049
36.97      0.0008     -4.33646374
33.91      0.0002     -4.21437880
34.68      0.0001     -4.24588645
33.20      0.0007     -4.18492786
33.41      0.0005     -4.19376863
33.64      0.0008     -4.20357264
33.28      0.0008     -4.18824625
35.20      0.0005     -4.26715615
34.29      0.0007     -4.23023842
37.74      0.0000     -4.36617727
36.36      0.0003     -4.31296368
41.07      0.0004     -4.48903348
39.31      0.0002     -4.42532349
45.02      0.0008     -4.62548873
42.97      0.0006     -4.55609783
49.43      0.0010     -4.76802549
47.17      0.0009     -4.69635863
47.15      0.0008     -4.69567662
49.34      0.0009     -4.76517691
43.11      0.0005     -4.56094075
45.07      0.0007     -4.62735629
39.64      0.0001     -4.43751308
41.30      0.0003     -4.49731149
36.91      0.0004     -4.33431749
38.17      0.0001     -4.38274297
35.07      0.0007     -4.26193385
35.86      0.0006     -4.29360636
34.29      0.0008     -4.23001641
34.54      0.0008     -4.24045370
34.62      0.0004     -4.24353540
34.31      0.0006     -4.23105748
36.04      0.0002     -4.30035106
35.20      0.0001     -4.26693735
38.44      0.0008     -4.39228802
37.13      0.0005     -4.34258217
41.63      0.0013     -4.50871542
39.94      0.0011     -4.44809957
45.46      0.0016     -4.63982062
43.47      0.0015     -4.57296147
49.77      0.0017     -4.77811839
47.56      0.0016     -4.70843915
49.77      0.0017     -4.77811839
45.46      0.0016     -4.63982062
47.56      0.0016     -4.70843915
41.63      0.0013     -4.50871542
43.47      0.0015     -4.57296147
38.44      0.0008     -4.39228802
39.94      0.0011     -4.44809957
36.04      0.0002     -4.30035106
37.13      0.0005     -4.34258217
34.62      0.0004     -4.24353540
35.20      0.0001     -4.26693735
34.29      0.0008     -4.23001641
34.31      0.0006     -4.23105748
35.07      0.0007     -4.26193385
34.54      0.0008     -4.24045370
36.91      0.0004     -4.33431749
35.86      0.0006     -4.29360636
39.64      0.0001     -4.43751308
38.17      0.0001     -4.38274297
43.11      0.0005     -4.56094075
41.30      0.0003     -4.49731149
47.15      0.0008     -4.69567662
45.07      0.0007     -4.62735629
49.34      0.0009     -4.76517691
49.30      0.0008     -4.76385283
45.18      0.0005     -4.63100571
47.18      0.0007     -4.69664996
41.58      0.0002     -4.50757199
43.31      0.0004     -4.56767864
38.66      0.0002     -4.40132412
40.03      0.0000     -4.45173122
36.58      0.0006     -4.32180145
37.51      0.0004     -4.35759682
35.48      0.0008     -4.27844050
35.90      0.0007     -4.29509815
35.46      0.0005     -4.27741072
35.33      0.0007     -4.27246540
36.51      0.0000     -4.31888300
35.85      0.0003     -4.29308292
38.56      0.0006     -4.39694084
37.42      0.0003     -4.35388426
41.44      0.0011     -4.50221826
39.90      0.0008     -4.44680298
45.01      0.0014     -4.62510830
43.15      0.0013     -4.56200679
49.11      0.0016     -4.75772133
47.00      0.0015     -4.69060415
49.11      0.0016     -4.75772133
45.01      0.0014     -4.62510830
47.00      0.0015     -4.69060415
41.44      0.0011     -4.50221826
43.15      0.0013     -4.56200679
38.56      0.0006     -4.39694084
39.90      0.0008     -4.44680298
36.51      0.0000     -4.31888300
37.42      0.0003     -4.35388426
35.46      0.0005     -4.27741072
35.85      0.0003     -4.29308292
35.48      0.0008     -4.27844050
35.33      0.0007     -4.27246540
36.58      0.0006     -4.32180145
35.90      0.0007     -4.29509815
38.66      0.0002     -4.40132412
37.51      0.0004     -4.35759682
41.58      0.0002     -4.50757199
40.03      0.0000     -4.45173122
45.18      0.0005     -4.63100571
43.31      0.0004     -4.56767864
49.30      0.0008     -4.76385283
47.18      0.0007     -4.69664996
47.26      0.0006     -4.69927277
49.30      0.0007     -4.76405983
43.55      0.0003     -4.57626654
45.34      0.0004     -4.63641415
40.47      0.0001     -4.46787333
41.93      0.0001     -4.51974238
38.16      0.0005     -4.38262953
39.21      0.0003     -4.42178181
36.78      0.0007     -4.32951772
37.35      0.0006     -4.35154264
36.42      0.0006     -4.31540178
36.47      0.0007     -4.31732136
37.11      0.0002     -4.34230295
36.63      0.0004     -4.32383251
38.81      0.0003     -4.40647369
37.84      0.0001     -4.37015743
41.38      0.0009     -4.50005989
39.99      0.0006     -4.45016123
44.68      0.0012     -4.61398029
42.95      0.0011     -4.55502350
48.55      0.0014     -4.74016034
46.55      0.0013     -4.67596998
48.55      0.0014     -4.74016034
44.68      0.0012     -4.61398029
46.55      0.0013     -4.67596998
41.38      0.0009     -4.50005989
42.95      0.0011     -4.55502350
38.81      0.0003     -4.40647369
39.99      0.0006     -4.45016123
37.11      0.0002     -4.34230295
37.84      0.0001     -4.37015743
36.42      0.0006     -4.31540178
36.63      0.0004     -4.32383251
36.78      0.0007     -4.32951772
36.47      0.0007     -4.31732136
38.16      0.0005     -4.38262953
37.35      0.0006     -4.35154264
40.47      0.0001     -4.46787333
39.21      0.0003     -4.42178181
43.55      0.0003     -4.57626654
41.93      0.0001     -4.51974238
47.26      0.0006     -4.69927277
45.34      0.0004     -4.63641415
49.30      0.0007     -4.76405983
